round, size, pvdup, meanpv, rpsneigh, sonneig, completeness, messages
125, 200, 0, 5.0, 5, 5, 97, 1990
126, 200, 0, 5.0, 5, 5, 98, 2000
127, 200, 0, 5.0, 5, 5, 98, 2000
128, 200, 0, 5.0, 5, 5, 98, 2010
129, 200, 0, 5.0, 5, 5, 97, 1990
130, 200, 0, 5.0, 5, 5, 98, 2000
131, 200, 0, 5.0, 5, 5, 98, 2000
132, 200, 0, 5.0, 5, 5, 98, 2010
133, 200, 0, 5.0, 5, 5, 97, 1990
134, 200, 0, 5.0, 5, 5, 98, 2000
135, 200, 0, 5.0, 5, 5, 98, 2000
136, 200, 0, 5.0, 5, 5, 98, 2000
137, 200, 0, 5.0, 5, 5, 98, 2000
138, 200, 0, 5.0, 5, 5, 98, 2010
139, 200, 0, 5.0, 5, 5, 97, 1990
140, 200, 0, 5.0, 5, 5, 98, 2020
141, 200, 0, 5.0, 5, 5, 97, 1980
142, 200, 0, 5.0, 5, 5, 98, 2000
143, 200, 0, 5.0, 5, 5, 98, 2010
144, 200, 0, 5.0, 5, 5, 97, 2000
145, 200, 0, 5.0, 5, 5, 97, 2000
146, 200, 0, 5.0, 5, 5, 97, 2000
147, 200, 0, 5.0, 5, 5, 97, 1990
148, 200, 0, 5.0, 5, 5, 98, 2020
149, 200, 0, 5.0, 5, 5, 97, 1980
150, 200, 0, 5.0, 5, 5, 98, 2010
151, 200, 0, 5.0, 5, 5, 97, 1990
152, 200, 0, 5.0, 5, 5, 98, 2000
153, 200, 0, 5.0, 5, 5, 98, 2000
154, 200, 0, 5.0, 5, 5, 98, 2010
155, 200, 0, 5.0, 5, 5, 97, 1990
156, 200, 0, 5.0, 5, 5, 98, 2000
157, 200, 0, 5.0, 5, 5, 98, 2000
158, 200, 0, 5.0, 5, 5, 98, 2000
159, 200, 0, 5.0, 5, 5, 98, 2000
160, 200, 0, 5.0, 5, 5, 98, 2010
161, 200, 0, 5.0, 5, 5, 97, 1990
162, 200, 0, 5.0, 5, 5, 98, 2010
163, 200, 0, 5.0, 5, 5, 97, 2000
164, 200, 0, 5.0, 5, 5, 97, 1990
165, 200, 0, 5.0, 5, 5, 98, 2000
166, 200, 0, 5.0, 5, 5, 98, 2000
167, 200, 0, 5.0, 5, 5, 98, 2000
168, 200, 0, 5.0, 5, 5, 98, 2000
169, 200, 0, 5.0, 5, 5, 98, 2000
170, 200, 0, 5.0, 5, 5, 98, 2000
171, 200, 0, 5.0, 5, 5, 98, 2000
172, 200, 0, 5.0, 5, 5, 98, 2000
173, 200, 0, 5.0, 5, 5, 98, 2000
174, 200, 0, 5.0, 5, 5, 98, 2000
175, 200, 0, 5.0, 5, 5, 98, 2020
176, 200, 0, 5.0, 5, 5, 97, 1980
177, 200, 0, 5.0, 5, 5, 98, 2000
178, 200, 0, 5.0, 5, 5, 98, 2000
179, 200, 0, 5.0, 5, 5, 98, 2000
180, 200, 0, 5.0, 5, 5, 98, 2010
181, 200, 0, 5.0, 5, 5, 97, 1990
182, 200, 0, 5.0, 5, 5, 98, 2000
183, 200, 0, 5.0, 5, 5, 98, 2000
184, 200, 0, 5.0, 5, 5, 98, 2000
185, 200, 0, 5.0, 5, 5, 98, 2000
186, 200, 0, 5.0, 5, 5, 98, 2000
187, 200, 0, 5.0, 5, 5, 98, 2010
188, 200, 0, 5.0, 5, 5, 97, 1990
189, 200, 0, 5.0, 5, 5, 98, 2000
190, 200, 0, 5.0, 5, 5, 98, 2010
191, 200, 0, 5.0, 5, 5, 97, 2010
192, 200, 0, 5.0, 5, 5, 97, 1980
193, 200, 0, 5.0, 5, 5, 98, 2000
194, 200, 0, 5.0, 5, 5, 98, 2010
195, 200, 0, 5.0, 5, 5, 97, 1990
196, 200, 0, 5.0, 5, 5, 98, 2010
197, 200, 0, 5.0, 5, 5, 97, 1990
198, 200, 0, 5.0, 5, 5, 98, 2000
199, 200, 0, 5.0, 5, 5, 98, 2000
200, 200, 0, 5.0, 5, 5, 98, 2000
201, 200, 0, 5.0, 5, 5, 98, 2000
202, 200, 0, 5.0, 5, 5, 98, 2010
203, 200, 0, 5.0, 5, 5, 97, 2000
204, 200, 0, 5.0, 5, 5, 97, 1990
205, 200, 0, 5.0, 5, 5, 98, 2000
206, 200, 0, 5.0, 5, 5, 98, 2000
207, 200, 0, 5.0, 5, 5, 98, 2000
208, 200, 0, 5.0, 5, 5, 98, 2000
209, 200, 0, 5.0, 5, 5, 98, 2000
210, 200, 0, 5.0, 5, 5, 98, 2000
211, 200, 0, 5.0, 5, 5, 98, 2010
212, 200, 0, 5.0, 5, 5, 97, 1990
213, 200, 0, 5.0, 5, 5, 98, 2000
214, 200, 0, 5.0, 5, 5, 98, 2000
215, 200, 0, 5.0, 5, 5, 98, 2000
216, 200, 0, 5.0, 5, 5, 98, 2010
217, 200, 0, 5.0, 5, 5, 97, 1990
218, 200, 0, 5.0, 5, 5, 98, 2000
219, 200, 0, 5.0, 5, 5, 98, 2010
220, 200, 0, 5.0, 5, 5, 97, 1990
221, 200, 0, 5.0, 5, 5, 98, 2010
222, 200, 0, 5.0, 5, 5, 97, 1990
223, 200, 0, 5.0, 5, 5, 98, 2000
224, 200, 0, 5.0, 5, 5, 98, 2000
225, 200, 0, 5.0, 5, 5, 98, 2000
226, 200, 0, 5.0, 5, 5, 98, 2000
227, 200, 0, 5.0, 5, 5, 98, 2010
228, 200, 0, 5.0, 5, 5, 97, 2010
229, 200, 0, 5.0, 5, 5, 97, 1980
230, 200, 0, 5.0, 5, 5, 98, 2010
231, 200, 0, 5.0, 5, 5, 97, 2000
232, 200, 0, 5.0, 5, 5, 97, 1990
233, 200, 0, 5.0, 5, 5, 98, 2000
234, 200, 0, 5.0, 5, 5, 98, 2000
235, 200, 0, 5.0, 5, 5, 98, 2010
236, 200, 0, 5.0, 5, 5, 97, 2000
237, 200, 0, 5.0, 5, 5, 97, 2000
238, 200, 0, 5.0, 5, 5, 97, 1990
239, 200, 0, 5.0, 5, 5, 98, 2010
240, 200, 0, 5.0, 5, 5, 97, 1990
241, 200, 0, 5.0, 5, 5, 98, 2000
242, 200, 0, 5.0, 5, 5, 98, 2010
243, 200, 0, 5.0, 5, 5, 97, 1990
244, 200, 0, 5.0, 5, 5, 98, 2010
245, 200, 0, 5.0, 5, 5, 97, 1990
246, 200, 0, 5.0, 5, 5, 98, 2000
247, 200, 0, 5.0, 5, 5, 98, 2000
248, 200, 0, 5.0, 5, 5, 98, 2000
249, 200, 0, 5.0, 5, 5, 98, 2010
250, 200, 0, 5.0, 5, 5, 97, 1990
251, 200, 0, 5.0, 5, 5, 98, 2010
252, 200, 0, 5.0, 5, 5, 97, 1990
253, 200, 0, 5.0, 5, 5, 98, 2000
254, 200, 0, 5.0, 5, 5, 98, 2000
255, 200, 0, 5.0, 5, 5, 98, 2010
256, 200, 0, 5.0, 5, 5, 97, 1990
257, 200, 0, 5.0, 5, 5, 98, 2000
258, 200, 0, 5.0, 5, 5, 98, 2000
259, 200, 0, 5.0, 5, 5, 98, 2000
260, 200, 0, 5.0, 5, 5, 98, 2000
261, 200, 0, 5.0, 5, 5, 98, 2000
262, 200, 0, 5.0, 5, 5, 98, 2000
263, 200, 0, 5.0, 5, 5, 98, 2010
264, 200, 0, 5.0, 5, 5, 97, 2010
265, 200, 0, 5.0, 5, 5, 97, 1980
266, 200, 0, 5.0, 5, 5, 98, 2000
267, 200, 0, 5.0, 5, 5, 98, 2000
268, 200, 0, 5.0, 5, 5, 98, 2000
269, 200, 0, 5.0, 5, 5, 98, 2000
270, 200, 0, 5.0, 5, 5, 98, 2000
271, 200, 0, 5.0, 5, 5, 98, 2000
272, 200, 0, 5.0, 5, 5, 98, 2000
273, 200, 0, 5.0, 5, 5, 98, 2000
274, 200, 0, 5.0, 5, 5, 98, 2000
275, 200, 0, 5.0, 5, 5, 98, 2000
276, 200, 0, 5.0, 5, 5, 98, 2000
277, 200, 0, 5.0, 5, 5, 98, 2000
278, 200, 0, 5.0, 5, 5, 98, 2000
279, 200, 0, 5.0, 5, 5, 98, 2000
280, 200, 0, 5.0, 5, 5, 98, 2000
281, 200, 0, 5.0, 5, 5, 98, 2010
282, 200, 0, 5.0, 5, 5, 97, 2000
283, 200, 0, 5.0, 5, 5, 97, 1990
284, 200, 0, 5.0, 5, 5, 98, 2000
285, 200, 0, 5.0, 5, 5, 98, 2000
286, 200, 0, 5.0, 5, 5, 98, 2010
287, 200, 0, 5.0, 5, 5, 97, 1990
288, 200, 0, 5.0, 5, 5, 98, 2010
289, 200, 0, 5.0, 5, 5, 97, 1990
290, 200, 0, 5.0, 5, 5, 98, 2000
291, 200, 0, 5.0, 5, 5, 98, 2000
292, 200, 0, 5.0, 5, 5, 98, 2000
293, 200, 0, 5.0, 5, 5, 98, 2000
294, 200, 0, 5.0, 5, 5, 98, 2000
295, 200, 0, 5.0, 5, 5, 98, 2000
296, 200, 0, 5.0, 5, 5, 98, 2040
297, 200, 0, 5.0, 5, 5, 96, 1960
298, 200, 0, 5.0, 5, 5, 98, 2010
299, 200, 0, 5.0, 5, 5, 97, 1990
300, 200, 0, 5.0, 5, 5, 98, 2030
301, 200, 0, 5.0, 5, 5, 96, 1980
302, 200, 0, 5.0, 5, 5, 98, 1990
303, 200, 0, 5.0, 5, 5, 98, 2000
304, 200, 0, 5.0, 5, 5, 98, 2000
305, 200, 0, 5.0, 5, 5, 98, 2010
306, 200, 0, 5.0, 5, 5, 97, 1990
307, 200, 0, 5.0, 5, 5, 98, 2010
308, 200, 0, 5.0, 5, 5, 97, 1990
309, 200, 0, 5.0, 5, 5, 98, 2000
310, 200, 0, 5.0, 5, 5, 98, 2000
311, 200, 0, 5.0, 5, 5, 98, 2000
312, 200, 0, 5.0, 5, 5, 98, 2000
313, 200, 0, 5.0, 5, 5, 98, 2000
314, 200, 0, 5.0, 5, 5, 98, 2000
315, 200, 0, 5.0, 5, 5, 98, 2000
316, 200, 0, 5.0, 5, 5, 98, 2010
317, 200, 0, 5.0, 5, 5, 97, 2000
318, 200, 0, 5.0, 5, 5, 97, 1990
319, 200, 0, 5.0, 5, 5, 98, 2000
320, 200, 0, 5.0, 5, 5, 98, 2000
321, 200, 0, 5.0, 5, 5, 98, 2000
322, 200, 0, 5.0, 5, 5, 98, 2000
323, 200, 0, 5.0, 5, 5, 98, 2000
324, 200, 0, 5.0, 5, 5, 98, 2000
325, 200, 0, 5.0, 5, 5, 98, 2000
326, 200, 0, 5.0, 5, 5, 98, 2000
327, 200, 0, 5.0, 5, 5, 98, 2000
328, 200, 0, 5.0, 5, 5, 98, 2000
329, 200, 0, 5.0, 5, 5, 98, 2000
330, 200, 0, 5.0, 5, 5, 98, 2000
331, 200, 0, 5.0, 5, 5, 98, 2000
332, 200, 0, 5.0, 5, 5, 98, 2000
333, 200, 0, 5.0, 5, 5, 98, 2010
334, 200, 0, 5.0, 5, 5, 97, 1990
335, 200, 0, 5.0, 5, 5, 98, 2000
336, 200, 0, 5.0, 5, 5, 98, 2000
337, 200, 0, 5.0, 5, 5, 98, 2000
338, 200, 0, 5.0, 5, 5, 98, 2000
339, 200, 0, 5.0, 5, 5, 98, 2000
340, 200, 0, 5.0, 5, 5, 98, 2010
341, 200, 0, 5.0, 5, 5, 97, 1990
342, 200, 0, 5.0, 5, 5, 98, 2000
343, 200, 0, 5.0, 5, 5, 98, 2000
344, 200, 0, 5.0, 5, 5, 98, 2000
345, 200, 0, 5.0, 5, 5, 98, 2000
346, 200, 0, 5.0, 5, 5, 98, 2020
347, 200, 0, 5.0, 5, 5, 97, 1980
348, 200, 0, 5.0, 5, 5, 98, 2010
349, 200, 0, 5.0, 5, 5, 97, 1990
350, 200, 0, 5.0, 5, 5, 98, 2000
351, 200, 0, 5.0, 5, 5, 98, 2000
352, 200, 0, 5.0, 5, 5, 98, 2020
353, 200, 0, 5.0, 5, 5, 97, 1980
354, 200, 0, 5.0, 5, 5, 98, 2000
355, 200, 0, 5.0, 5, 5, 98, 2010
356, 200, 0, 5.0, 5, 5, 97, 1990
357, 200, 0, 5.0, 5, 5, 98, 2000
358, 200, 0, 5.0, 5, 5, 98, 2000
359, 200, 0, 5.0, 5, 5, 98, 2010
360, 200, 0, 5.0, 5, 5, 97, 1990
361, 200, 0, 5.0, 5, 5, 98, 2020
362, 200, 0, 5.0, 5, 5, 97, 1990
363, 200, 0, 5.0, 5, 5, 97, 1990
364, 200, 0, 5.0, 5, 5, 98, 2010
365, 200, 0, 5.0, 5, 5, 97, 1990
366, 200, 0, 5.0, 5, 5, 98, 2010
367, 200, 0, 5.0, 5, 5, 97, 1990
368, 200, 0, 5.0, 5, 5, 98, 2000
369, 200, 0, 5.0, 5, 5, 98, 2000
370, 200, 0, 5.0, 5, 5, 98, 2010
371, 200, 0, 5.0, 5, 5, 97, 1990
372, 200, 0, 5.0, 5, 5, 98, 2010
373, 200, 0, 5.0, 5, 5, 97, 1990
374, 200, 0, 5.0, 5, 5, 98, 2000
375, 200, 0, 5.0, 5, 5, 98, 2010
376, 200, 0, 5.0, 5, 5, 97, 1990
377, 200, 0, 5.0, 5, 5, 98, 2000
378, 200, 0, 5.0, 5, 5, 98, 2000
379, 200, 0, 5.0, 5, 5, 98, 2000
380, 200, 0, 5.0, 5, 5, 98, 2000
381, 200, 0, 5.0, 5, 5, 98, 2000
382, 200, 0, 5.0, 5, 5, 98, 2000
383, 200, 0, 5.0, 5, 5, 98, 2000
384, 200, 0, 5.0, 5, 5, 98, 2000
385, 200, 0, 5.0, 5, 5, 98, 2000
386, 200, 0, 5.0, 5, 5, 98, 2000
387, 200, 0, 5.0, 5, 5, 98, 2000
388, 200, 0, 5.0, 5, 5, 98, 2000
389, 200, 0, 5.0, 5, 5, 98, 2010
390, 200, 0, 5.0, 5, 5, 97, 1990
391, 200, 0, 5.0, 5, 5, 98, 2000
392, 200, 0, 5.0, 5, 5, 98, 2000
393, 200, 0, 5.0, 5, 5, 98, 2000
394, 200, 0, 5.0, 5, 5, 98, 2020
395, 200, 0, 5.0, 5, 5, 97, 2000
396, 200, 0, 5.0, 5, 5, 97, 1980
397, 200, 0, 5.0, 5, 5, 98, 2000
398, 200, 0, 5.0, 5, 5, 98, 2010
399, 200, 0, 5.0, 5, 5, 97, 1990
400, 200, 0, 5.0, 5, 5, 98, 2000
401, 200, 0, 5.0, 5, 5, 98, 2000
402, 200, 0, 5.0, 5, 5, 98, 2000
403, 200, 0, 5.0, 5, 5, 98, 2010
404, 200, 0, 5.0, 5, 5, 97, 1990
405, 200, 0, 5.0, 5, 5, 98, 2000
406, 200, 0, 5.0, 5, 5, 98, 2000
407, 200, 0, 5.0, 5, 5, 98, 2000
408, 200, 0, 5.0, 5, 5, 98, 2020
409, 200, 0, 5.0, 5, 5, 97, 1980
410, 200, 0, 5.0, 5, 5, 98, 2000
411, 200, 0, 5.0, 5, 5, 98, 2010
412, 200, 0, 5.0, 5, 5, 97, 1990
413, 200, 0, 5.0, 5, 5, 98, 2000
414, 200, 0, 5.0, 5, 5, 98, 2010
415, 200, 0, 5.0, 5, 5, 97, 1990
416, 200, 0, 5.0, 5, 5, 98, 2000
417, 200, 0, 5.0, 5, 5, 98, 2000
418, 200, 0, 5.0, 5, 5, 98, 2000
419, 200, 0, 5.0, 5, 5, 98, 2000
420, 200, 0, 5.0, 5, 5, 98, 2010
421, 200, 0, 5.0, 5, 5, 97, 1990
422, 200, 0, 5.0, 5, 5, 98, 2000
423, 200, 0, 5.0, 5, 5, 98, 2000
424, 200, 0, 5.0, 5, 5, 98, 2010
425, 200, 0, 5.0, 5, 5, 97, 1990
426, 200, 0, 5.0, 5, 5, 98, 2000
427, 200, 0, 5.0, 5, 5, 98, 2000
428, 200, 0, 5.0, 5, 5, 98, 2000
429, 200, 0, 5.0, 5, 5, 98, 2000
430, 200, 0, 5.0, 5, 5, 98, 2000
431, 200, 0, 5.0, 5, 5, 98, 2000
432, 200, 0, 5.0, 5, 5, 98, 2010
433, 200, 0, 5.0, 5, 5, 97, 2000
434, 200, 0, 5.0, 5, 5, 98, 1990
435, 200, 0, 5.0, 5, 5, 98, 2000
436, 200, 0, 5.0, 5, 5, 98, 2010
437, 200, 0, 5.0, 5, 5, 97, 1990
438, 200, 0, 5.0, 5, 5, 98, 2000
439, 200, 0, 5.0, 5, 5, 98, 2000
440, 200, 0, 5.0, 5, 5, 98, 2010
441, 200, 0, 5.0, 5, 5, 97, 1990
442, 200, 0, 5.0, 5, 5, 98, 2000
443, 200, 0, 5.0, 5, 5, 98, 2000
444, 200, 0, 5.0, 5, 5, 98, 2000
445, 200, 0, 5.0, 5, 5, 98, 2000
446, 200, 0, 5.0, 5, 5, 98, 2000
447, 200, 0, 5.0, 5, 5, 98, 2000
448, 200, 0, 5.0, 5, 5, 98, 2000
449, 200, 0, 5.0, 5, 5, 98, 2010
450, 200, 0, 5.0, 5, 5, 97, 2000
451, 200, 0, 5.0, 5, 5, 97, 2000
452, 200, 0, 5.0, 5, 5, 97, 2000
453, 200, 0, 5.0, 5, 5, 97, 1990
454, 200, 0, 5.0, 5, 5, 98, 2010
455, 200, 0, 5.0, 5, 5, 97, 1990
456, 200, 0, 5.0, 5, 5, 98, 2000
457, 200, 0, 5.0, 5, 5, 98, 2000
458, 200, 0, 5.0, 5, 5, 98, 2000
459, 200, 0, 5.0, 5, 5, 98, 2010
460, 200, 0, 5.0, 5, 5, 97, 2000
461, 200, 0, 5.0, 5, 5, 97, 2000
462, 200, 0, 5.0, 5, 5, 97, 2000
463, 200, 0, 5.0, 5, 5, 97, 1990
464, 200, 0, 5.0, 5, 5, 98, 2000
465, 200, 0, 5.0, 5, 5, 98, 2000
466, 200, 0, 5.0, 5, 5, 98, 2010
467, 200, 0, 5.0, 5, 5, 97, 1990
468, 200, 0, 5.0, 5, 5, 98, 2000
469, 200, 0, 5.0, 5, 5, 98, 2000
470, 200, 0, 5.0, 5, 5, 98, 2010
471, 200, 0, 5.0, 5, 5, 97, 2000
472, 200, 0, 5.0, 5, 5, 97, 1990
473, 200, 0, 5.0, 5, 5, 98, 2000
474, 200, 0, 5.0, 5, 5, 98, 2000
475, 200, 0, 5.0, 5, 5, 98, 2000
476, 200, 0, 5.0, 5, 5, 98, 2000
477, 200, 0, 5.0, 5, 5, 98, 2030
478, 200, 0, 5.0, 5, 5, 96, 1980
479, 200, 0, 5.0, 5, 5, 97, 1990
480, 200, 0, 5.0, 5, 5, 98, 2000
481, 200, 0, 5.0, 5, 5, 98, 2020
482, 200, 0, 5.0, 5, 5, 97, 1980
483, 200, 0, 5.0, 5, 5, 98, 2020
484, 200, 0, 5.0, 5, 5, 97, 1980
485, 200, 0, 5.0, 5, 5, 98, 2000
486, 200, 0, 5.0, 5, 5, 98, 2010
487, 200, 0, 5.0, 5, 5, 97, 1990
488, 200, 0, 5.0, 5, 5, 98, 2000
489, 200, 0, 5.0, 5, 5, 98, 2000
490, 200, 0, 5.0, 5, 5, 98, 2000
491, 200, 0, 5.0, 5, 5, 98, 2000
492, 200, 0, 5.0, 5, 5, 98, 2020
493, 200, 0, 5.0, 5, 5, 97, 1980
494, 200, 0, 5.0, 5, 5, 98, 2000
495, 200, 0, 5.0, 5, 5, 98, 2000
496, 200, 0, 5.0, 5, 5, 98, 2000
497, 200, 0, 5.0, 5, 5, 98, 2000
498, 200, 0, 5.0, 5, 5, 98, 2020
499, 200, 0, 5.0, 5, 5, 97, 1980
500, 200, 0, 5.0, 5, 5, 98, 2000
501, 200, 0, 5.0, 5, 5, 98, 2000
502, 200, 0, 5.0, 5, 5, 98, 2000
503, 200, 0, 5.0, 5, 5, 98, 2000
504, 200, 0, 5.0, 5, 5, 98, 2000
505, 200, 0, 5.0, 5, 5, 98, 2000
506, 200, 0, 5.0, 5, 5, 98, 2000
507, 200, 0, 5.0, 5, 5, 98, 2010
508, 200, 0, 5.0, 5, 5, 97, 1990
509, 200, 0, 5.0, 5, 5, 98, 2000
510, 200, 0, 5.0, 5, 5, 98, 2000
511, 200, 0, 5.0, 5, 5, 98, 2000
512, 200, 0, 5.0, 5, 5, 98, 2000
513, 200, 0, 5.0, 5, 5, 98, 2000
514, 200, 0, 5.0, 5, 5, 98, 2000
515, 200, 0, 5.0, 5, 5, 98, 2000
516, 200, 0, 5.0, 5, 5, 98, 2000
517, 200, 0, 5.0, 5, 5, 98, 2000
518, 200, 0, 5.0, 5, 5, 98, 2000
519, 200, 0, 5.0, 5, 5, 98, 2020
520, 200, 0, 5.0, 5, 5, 97, 1990
521, 200, 0, 5.0, 5, 5, 97, 1990
522, 200, 0, 5.0, 5, 5, 98, 2000
523, 200, 0, 5.0, 5, 5, 98, 2000
524, 200, 0, 5.0, 5, 5, 98, 2000
525, 200, 0, 5.0, 5, 5, 98, 2000
526, 200, 0, 5.0, 5, 5, 98, 2000
527, 200, 0, 5.0, 5, 5, 98, 2000
528, 200, 0, 5.0, 5, 5, 98, 2000
529, 200, 0, 5.0, 5, 5, 98, 2000
530, 200, 0, 5.0, 5, 5, 98, 2000
531, 200, 0, 5.0, 5, 5, 98, 2000
532, 200, 0, 5.0, 5, 5, 98, 2010
533, 200, 0, 5.0, 5, 5, 97, 1990
534, 200, 0, 5.0, 5, 5, 98, 2000
535, 200, 0, 5.0, 5, 5, 98, 2000
536, 200, 0, 5.0, 5, 5, 98, 2020
